XNNMKY,XNCLCD,XNNAME,XNADD1,XNADD2,XNCDCT,XNCITY,XNSTTE,XNCTRY,XNZIP,XNNOBP,XNNOFP,XNNOKP,XNNOAP,XNRTTX,XNTIN,XNSTIN,XNADBR,XNBIÑ,XNHBIÑ,XNMBÑ,XNFRST,XNATRN,XNAFRA,XNLNCD,XNVAID,XNTAXR,XNTAXN,XNCDON,XNDDON,XNSDON,XNLNON,XNGLON,XNIRON,XNHDPR,XNMCPR,XNMACD,XNCDCI,XNCDMR,XNCDST,XNCDU1,XNCDU2,XNCDU3,XNENDT,XNENTM,XNENUS,XNENWS,XNDTLM
192.0,0     ,LA SOLEDAD BOGOTA                       ,AV CR 24 Ñ 40 95                        ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11186     ,6017427697.0,6012692842.0,0.0,6041340986.0,0.0,0.0,8909039388.0,001,0.0,N,192.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000008,000006,000021,002005,000003,0     ,19980718.0,95831.0,OYMMJASLFR,VNGEN01   ,20211111.0
206.0,0     ,LOS ALCAZARES                           ,CL 72 Ñ 22 42 LC 1                      ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,6013480788.0,6013483552.0,601134834.0,6013483418.0,0.0,0.0,8909039388.0,002,0.0,N,206.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000012,000006,000018,002005,000003,0     ,19980718.0,100100.0,OYMMJASLFR,VNGEN01   ,20211019.0
219.0,0     ,CENTRO DISTRITAL                        ,CLE 26 Ñ 32 61                          ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11225     ,6017424760.0,6012683209.0,0.0,6041368321.0,0.0,0.0,8909039388.0,001,0.0,N,219.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000008,000006,000012,002005,000003,0     ,19980718.0,100322.0,OYMMJASLFR,VNGEN01   ,20211111.0
239.0,0     ,SAMPER MENDOZA                          ,Diagona 23 Bis N.19B 27                 ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,912683201.0,912684201.0,912683894.0,912682994.0,0.0,0.0,8909039388.0,002,0.0,N,239.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000008,000006,000003,002005,000003,0     ,19980718.0,100557.0,OYMMJASLFR,VNGEN01   ,20170710.0
604.0,0     ,SOCHA                                   ,CRA 10 Ñ 4 07                           ,                                        ,15757000.0,SOCHA                        ,BOYACA         ,COL,11262     ,6082770523.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,604.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000021,000002,000000,    30,000008,0     ,19980718.0,101353.0,OYMMJASLFR,VNGEN01   ,20220822.0
615.0,0     ,PLAZA DE FERIAS                         ,CRA 64C Ñ 104 42 LOCAL 410              ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11580     ,6044449374.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,615.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000007,000001,000006,001005,000003,0     ,19980718.0,101800.0,OYMMJASLFR,VNGEN01   ,20220302.0
616.0,0     ,PARQUE BOLIVAR                          ,CLE 54 Ñ 47 49                          ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11316     ,6044449375.0,6045123682.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,616.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000003,001005,000001,0     ,19980718.0,102033.0,OYMMJASLFR,VNGEN01   ,20211111.0
621.0,0     ,YUMBO                                   ,CLE 6 Ñ 4-47 LOCAL 101                  ,(BARRIO BELALCAZAR- YUMBO)              ,76892000.0,YUMBO                        ,VALLE          ,COL,11812     ,6026570348.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,621.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000027,000003,000000,004005,000008,0     ,19980718.0,102331.0,OYMMJASLFR,VNGEN01   ,20220302.0
653.0,0     ,BELLO                                   ,CL 50 49 15                             ,                                        ,5088000.0,BELLO                        ,ANTIOQUIA      ,COL,          ,2753005.0,2723588.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,653.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000063,000001,000000,001025,000003,0     ,19980718.0,103510.0,OYMMJASLFR,VNGEN01   ,20090330.0
609.0,0     ,CENTRAL DE ABASTOS MEDELLIN             ,CL 85 Ñ 48 01 BL 18 LC 3/4/5            ,                                        ,5360000.0,ITAGUI                       ,ANTIOQUIA      ,COL,11015     ,6044449382.0,6042321960.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,609.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000072,000001,000000,001005,000003,0     ,19980718.0,113900.0,OYMMJASLFR,VNGEN01   ,20220202.0
617.0,0     ,SAN DIEGO                               ,CL 34 Ñ 43 66                           ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11245     ,6044449378.0,6042321960.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,617.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000003,000001,000003,001005,000003,0     ,19980718.0,114116.0,OYMMJASLFR,VNGEN01   ,20210912.0
625.0,0     ,BARRIO TRISTE                           ,CRA 59 Ñ48-66                           ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11316     ,6044449379.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,625.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000004,001005,000005,0     ,19980718.0,114447.0,OYMMJASLFR,VNGEN01   ,20211111.0
209.0,0     ,CENTRO DE PAGOS VALLEDUPAR              ,CLE 16 No. 10-17 VALLEDUPAR CESAR       ,                                        ,20001000.0,VALLEDUPAR                   ,CESAR          ,COL,          ,955848645.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,209.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000026,000004,000000,019005,000000,0     ,19980718.0,120013.0,OYMMJASLFR,VNGEN01   ,20210608.0
211.0,0     ,CENTRO INDUSTRIAL                       ,CLE 13 Nº 65 - 66 Local 106 Y 107       ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11217     ,6017432014.0,6012610417.0,601129043.0,6014175616.0,0.0,0.0,8909039388.0,001,0.0,N,211.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000009,000006,000012,002005,000003,0     ,19980718.0,120503.0,OYMMJASLFR,VNGEN01   ,20220516.0
217.0,0     ,MONTEVIDEO                              ,CR 68 D Ñ 17 37/45                      ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11217     ,6017431958.0,6014112836.0,601129214.0,6012921448.0,0.0,0.0,8909039388.0,001,0.0,N,217.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000009,000006,000010,002005,000004,0     ,19980718.0,120659.0,OYMMJASLFR,VNGEN01   ,20220516.0
225.0,0     ,MALL PLAZA NQS                          ,AV CL 19 28 80 LC B 130.                ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11225     ,6017475094.0,6012471315.0,601137066.0,6013473742.0,0.0,0.0,8909039388.0,001,0.0,N,225.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000008,000006,000012,002005,000003,0     ,19980718.0,121015.0,OYMMJASLFR,VNGEN01   ,20211111.0
227.0,0     ,PALOQUEMAO                              ,CRA 25 Ñ 15 96                          ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11225     ,6017431744.0,6012472409.0,0.0,6041247238.0,0.0,0.0,8909039388.0,002,0.0,N,227.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000008,000006,000012,002005,000003,0     ,19980718.0,121150.0,OYMMJASLFR,VNGEN01   ,20211111.0
231.0,0     ,BARRIO RICAURTE                         ,CRA 28 # 11-48                          ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11225     ,6017432499.0,6014120522.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,231.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000008,000006,000003,002005,000002,0     ,19980718.0,121436.0,OYMMJASLFR,VNGEN01   ,20211111.0
241.0,0     ,AVENIDA LAS AMERICAS                    ,CALLE 20 # 43 - 23                      ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11108     ,6017422625.0,6011268079.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,241.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000009,000006,000012,002005,000002,1     ,19980718.0,121608.0,OYMMJASLFR,VNGEN01   ,20220926.0
244.0,0     ,TRINIDAD GALAN                          ,CLE 4 B Ñ 56 27                         ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11217     ,6017432372.0,6014462182.0,601144629.0,6014462295.0,0.0,0.0,8909039388.0,001,0.0,N,244.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000009,000006,000010,002005,000005,0     ,19980718.0,121917.0,OYMMJASLFR,VNGEN01   ,20220516.0
246.0,0     ,TERMINAL DE TRANSPORTE BOGOTA           ,DG 33 B Ñ 69 35                         ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,914287160.0,914286636.0,914286188.0,914281031.0,0.0,0.0,8909039388.0,002,0.0,N,246.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000014,002005,000003,0     ,19980718.0,123311.0,OYMMJASLFR,VNGEN01   ,20190708.0
180.0,0     ,UNICENTRO BOGOTA                        ,CRA 15 No. 123-30                       ,LOCAL 133                               ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11180     ,6012130006.0,6016378951.0,6016378953.0,6016378952.0,0.0,0.0,8909039388.0,001,0.0,N,180.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000011,000006,000025,002005,000001,0     ,19980718.0,123941.0,OYMMJASLFR,VNGEN01   ,20211102.0
200.0,0     ,CEDRITOS                                ,AV 19 Ñ  134 -20                        ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,515263484.0,515266395.0,512749899.0,512749788.0,0.0,0.0,8909039388.0,002,0.0,N,200.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000011,000006,000026,002005,000004,0     ,19980718.0,124519.0,OYMMJASLFR,VNGEN01   ,20210524.0
201.0,0     ,SANTA BARBARA DE USAQUEN                ,CR 7 Ñ 116 50                           ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11201     ,6013901999.0,6011612220.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,201.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000011,000006,000024,002005,000003,0     ,19980718.0,124742.0,OYMMJASLFR,VNGEN01   ,20210925.0
202.0,0     ,AVENIDA PEPE SIERRA                     ,116 (AVENIDA PEPE SIERRA) 19 A 05       ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11201     ,6017437278.0,6011612397.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,202.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000011,000006,000024,002005,000005,0     ,19980718.0,124943.0,OYMMJASLFR,VNGEN01   ,20220404.0
204.0,0     ,AUTOPISTA 184                           ,AUTOPISTA NORTE # 183/86 LOCAL 4 AL 9   ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,916706842.0,916705113.0,0.0,916705237.0,0.0,0.0,8909039388.0,002,0.0,N,204.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000014,000006,000020,002005,000005,0     ,19980718.0,125221.0,OYMMJASLFR,VNGEN01   ,20170724.0
183.0,0     ,QUIRIGUA                                ,CLE 83B # 92 36                         ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11467     ,6017427618.0,6012918271.0,0.0,6012918310.0,0.0,0.0,8909039388.0,001,0.0,N,183.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000014,002005,000004,1     ,19980718.0,125651.0,OYMMJASLFR,VNGEN01   ,20220302.0
188.0,0     ,EL CAN                                  ,CLE 44 Ñ 54 36                          ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11299     ,6013157131.0,6012225981.0,6012212085.0,6012210833.0,0.0,0.0,8909039388.0,001,0.0,N,188.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000015,002005,000003,0     ,19980718.0,130013.0,OYMMJASLFR,VNGEN01   ,20220202.0
189.0,0     ,GAITAN                                  ,CLE 79 Ñ 30 41                          ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,6017561001.0,6016912665.0,601169187.0,6016228817.0,0.0,0.0,8909039388.0,002,0.0,N,189.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000012,000006,000019,002005,000003,1     ,19980718.0,130159.0,OYMMJASLFR,VNGEN01   ,20211019.0
196.0,0     ,BULEVAR                                 ,CR 52 125 A 59 LOCAL 1-33/34            ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA         ,COL,          ,912263348.0,912263348.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,84.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000014,000006,000022,002005,000000,0     ,19980718.0,130759.0,OYMMJASLFR,VNGEN01   ,20120106.0
198.0,0     ,CENTRO SUBA                             ,CLE 145 Ñ 91 19                         ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11198     ,6016833521.0,6016831139.0,0.0,6016927150.0,0.0,0.0,8909039388.0,001,0.0,N,198.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000011,000006,000027,002005,000005,1     ,19980718.0,131132.0,OYMMJASLFR,VNGEN01   ,20210910.0
207.0,0     ,MORATO                                  ,AVENIDA SUBA # 115 79                   ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11639     ,6016176288.0,6012714712.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,207.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000021,002005,000003,0     ,19980718.0,131435.0,OYMMJASLFR,VNGEN01   ,20220725.0
237.0,0     ,DORADO PLAZA                            ,AV EL DORADO Ñ85 D 55 LC E02 03         ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11237     ,6017431136.0,6012956301.0,601129562.0,6012956241.0,0.0,0.0,8909039388.0,001,0.0,N,237.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000014,002005,000003,1     ,19980718.0,131944.0,OYMMJASLFR,VNGEN01   ,20220202.0
250.0,0     ,MODELIA                                 ,AV LA ESPERANZA Ñ 75-55                 ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11237     ,6017450420.0,6012635317.0,601126335.0,6014101602.0,0.0,0.0,8909039388.0,001,0.0,N,250.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000010,002005,000003,0     ,19980718.0,132852.0,OYMMJASLFR,VNGEN01   ,20220202.0
165.0,0     ,PARQUE NACIONAL                         ,CARRERA 13 # 40 70                      ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,6013232953.0,6013234949.0,6041323295.0,6013232954.0,0.0,0.0,8909039388.0,002,0.0,N,165.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000012,000006,000001,002005,000004,0     ,19980718.0,133550.0,OYMMJASLFR,VNGEN01   ,20210910.0
174.0,0     ,CHAPINERO                               ,CR 13 60 91                             ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11174     ,6017428503.0,6011249827.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,174.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000008,000006,000016,002005,000001,0     ,19980718.0,133857.0,OYMMJASLFR,VNGEN01   ,20211111.0
178.0,0     ,CENTRO FINANCIERO                       ,CLE 71A # 6 11                          ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11048     ,6017427693.0,6013120623.0,6041312065.0,6013120979.0,0.0,0.0,8909039388.0,001,0.0,N,178.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000012,000006,000017,002005,000001,0     ,19980718.0,134111.0,OYMMJASLFR,VNGEN01   ,20210910.0
177.0,0     ,CALLE 57                                ,CRA 8 # 56 89                           ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11174     ,6017427121.0,6012111262.0,6041347592.0,6012113830.0,0.0,0.0,8909039388.0,001,0.0,N,177.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000008,000006,000016,002005,000003,0     ,19980718.0,134250.0,OYMMJASLFR,VNGEN01   ,20211111.0
193.0,0     ,EDIFICIO 9211                           ,CRA 11 No 91 46 LC 3                    ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11193     ,6016405643.0,6016407993.0,0.0,6041640563.0,0.0,0.0,8909039388.0,001,0.0,N,193.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000012,000006,000023,002005,000003,0     ,19980718.0,134919.0,OYMMJASLFR,VNGEN01   ,20210910.0
203.0,0     ,MARLY                                   ,CRA 13 # 49-82                          ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11174     ,6012855377.0,6012882794.0,601128554.0,6012855387.0,0.0,0.0,8909039388.0,001,0.0,N,203.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000008,000006,000016,002005,000005,0     ,19980718.0,135211.0,OYMMJASLFR,VNGEN01   ,20211111.0
249.0,0     ,LA CALERA                               ,CRA 4 # 6 03                            ,                                        ,25377000.0,LA CALERA                    ,CUNDINAMARCA   ,COL,          ,6018600006.0,6018600000.0,601186007.0,6018600707.0,0.0,0.0,8909039388.0,001,0.0,N,249.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000005,1     ,19980718.0,135402.0,OYMMJASLFR,VNGEN01   ,20210910.0
332.0,0     ,ZIPAQUIRA                               ,CRA 8 3 05                              ,                                        ,25899000.0,ZIPAQUIRA                    ,CUNDINAMARCA   ,COL,          ,6018826956.0,6018515328.0,0.0,6041851537.0,0.0,0.0,8909039388.0,001,0.0,N,332.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002015,000002,1     ,19980718.0,135553.0,OYMMJASLFR,VNGEN01   ,20210910.0
335.0,0     ,CAJICA                                  ,CRA 5 Ñ 1 87                            ,                                        ,25126000.0,CAJICA - CAJICA              ,CUNDINAMARCA   ,COL,11682     ,6018795779.0,6011866094.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,335.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000003,0     ,19980718.0,140022.0,OYMMJASLFR,VNGEN01   ,20220516.0
336.0,0     ,SESQUILE                                ,CLL 6 Ñ 5 30                            ,                                        ,25736000.0,SESQUILE - SESQUILE          ,CUNDINAMARCA   ,COL,11338     ,6013905521.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,336.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000004,1     ,19980718.0,141006.0,OYMMJASLFR,VNGEN01   ,20221109.0
337.0,0     ,CHIA                                    ,CRA 11 Ñ 11 55                          ,                                        ,25175000.0,CHIA                         ,CUNDINAMARCA   ,COL,11682     ,6018844473.0,6018636798.0,0.0,6041863619.0,0.0,0.0,8909039388.0,001,0.0,N,337.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000003,1     ,19980718.0,141138.0,OYMMJASLFR,VNGEN01   ,20220516.0
338.0,0     ,TOCANCIPA                               ,CL 10 Ñ 5 - 76                          ,                                        ,25817000.0,TOCANCIPA                    ,CUNDINAMARCA   ,COL,11338     ,6013906095.0,6018574543.0,0.0,6041857454.0,0.0,0.0,8909039388.0,001,0.0,N,338.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000003,1     ,19980718.0,141345.0,OYMMJASLFR,VNGEN01   ,20230111.0
339.0,0     ,NEMOCON                                 ,CLE 3 Ñ 3 05                            ,                                        ,25486000.0,NEMOCON - NEMOCON            ,CUNDINAMARCA   ,COL,          ,918544157.0,918544002.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,339.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000005,0     ,19980718.0,141535.0,OYMMJASLFR,VNGEN01   ,20190708.0
341.0,0     ,PACHO                                   ,CRA 17 6 54                             ,                                        ,25513000.0,PACHO - PACHO                ,CUNDINAMARCA   ,COL,          ,6018541368.0,6011854006.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,341.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000004,1     ,19980718.0,141659.0,OYMMJASLFR,VNGEN01   ,20210910.0
343.0,0     ,TABIO                                   ,CRA 3 Ñ 4-36                            ,                                        ,25785000.0,TABIO - TABIO                ,CUNDINAMARCA   ,COL,11827     ,6018648664.0,6018647561.0,0.0,6041864756.0,0.0,0.0,8909039388.0,001,0.0,N,343.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000004,0     ,19980718.0,141846.0,OYMMJASLFR,VNGEN01   ,20220412.0
345.0,0     ,TENJO                                   ,CRA 4 N° 3 46                           ,                                        ,25799000.0,TENJO (C/MARCA)              ,CUNDINAMARCA   ,COL,11827     ,6018646406.0,6018646407.0,0.0,6041864614.0,0.0,0.0,8909039388.0,001,0.0,N,345.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000004,0     ,19980718.0,142016.0,OYMMJASLFR,VNGEN01   ,20220412.0
346.0,0     ,SUBACHOQUE                              ,CALLE 3 Ñ2-74 PARQUE PRINCIPAL          ,                                        ,25769000.0,SUBACHOQUE                   ,CUNDINAMARCA   ,COL,11827     ,6013906099.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,Y,346.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000004,0     ,19980718.0,142153.0,OYMMJASLFR,VNGEN01   ,20221109.0
354.0,0     ,UBATE                                   ,CRA 6 Ñ 7 19                            ,                                        ,25843000.0,UBATE (C/MARCA)              ,CUNDINAMARCA   ,COL,          ,6013906100.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,354.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002035,000003,1     ,19980718.0,142313.0,OYMMJASLFR,VNGEN01   ,20221110.0
355.0,0     ,SIMIJACA                                ,CALLE 8A Ñ 7-75                         ,                                        ,25745000.0,SIMIJACA                     ,CUNDINAMARCA   ,COL,          ,6013906101.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,355.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000021,000002,000000,002080,000004,1     ,19980718.0,142458.0,OYMMJASLFR,VNGEN01   ,20221110.0
356.0,0     ,GUACHETA                                ,CRA 4 Ñ 6 12                            ,                                        ,25317000.0,GUACHETA                     ,CUNDINAMARCA   ,COL,          ,6018556176.0,6011855619.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,356.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000000,0     ,19980718.0,142710.0,OYMMJASLFR,VNGEN01   ,20210910.0
372.0,0     ,FACATATIVA                              ,CRA 2 Ñ 6 65                            ,                                        ,25269000.0,FACATATIVA                   ,CUNDINAMARCA   ,COL,          ,6018429030.0,6018422740.0,601184288.0,6018422628.0,0.0,0.0,8909039388.0,001,0.0,N,372.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000065,000006,000000,002025,000003,1     ,19980718.0,142905.0,OYMMJASLFR,VNGEN01   ,20210910.0
383.0,0     ,MADRID                                  ,CRA 6 Ñ 7 10                            ,                                        ,25430000.0,MADRID - MADRID              ,CUNDINAMARCA   ,COL,11138     ,6018250121.0,6018250637.0,601182506.0,6018250121.0,0.0,0.0,8909039388.0,001,0.0,N,383.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000065,000006,000000,002040,000003,0     ,19980718.0,143059.0,OYMMJASLFR,VNGEN01   ,20220202.0
215.0,0     ,CORABASTOS                              ,CRA 80 Ñ 2 51 LC 45 PLAZOLETA BANCOS    ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11045     ,6017426145.0,6014523054.0,601129950.0,6012647460.0,0.0,0.0,8909039388.0,001,0.0,N,215.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000009,000006,000006,002005,000003,1     ,19980718.0,150246.0,OYMMJASLFR,VNGEN01   ,20220412.0
